"PCSI_ID","Arg1_MPO_high_PMNnegMDSCs","Arg1pos_TAMs","B_cells","Basal","Capillaries","CC3pos_CXCL13pos_Fibronectinpos_CAFs","CC3pos_HIF1Apos_CTGFpos_ECM_CAFs","CC3pos_SERPINEpos_iCAFs","CCL21_high_lymphatic_endothelial_cells","CD105_high_myCAFs","CD34pos_CAFs","CD36_high_pericytes","CD4_T_cells","CD8_T_cells","cDC1s","CleavedCaspase3pos_MDSCs","CleavedCaspase3pos_monocytes","CLU_high_endothelial_cells","Col1A2neg_myCAFs","Col1A2_Decorin_high_CD105pos_myCAFs","Col1A2_Decorin_Fibronectin_high_iCAFs","Col1A2_Periostin_Decorin_high_myCAFs","COL1A2pos_myCAFs","CTGFpos_Fibronectinpos_CAFs","CTLA4pos_TIGITpos_activated_CD4_T_cells","CTLA4pos_TIGITpos_activated_Tregs","CTLA4pos_TIGITpos_Tregs","CXCL12_high_capillaries","CXCL12_high_endothelial_cells","CXCL13pos_CAFs","CXCL13pos_CLUpos_CD105pos_CAFs","Decorin_Periostin_high_CD105pos_CAFs","ECM_CAFs","ECM_myCAFs","Endothelial_cells","Exocrine","Fibronectin_high_myCAFs","Fibronectin_pMLC2_high_myCAFs","Gamma_delta_T_cells","GZMBpos_CD8_T_cells","GZMBpos_PD1pos_CD4_T_cells","GZMBpos_tissue_resident_CD8_T_cells","HIF1Apos_endothelial_cells","HLADR_high_activated_cDC2s","HLADR_high_DCs","HLADR_high_monocytes","HLADR_high_TAMs","HLADRpos_CD8_T_cells","HLADRpos_mature_B_cells","Hybrid","iNOSpos_MPOpos_PMNnegMDSCs","iNOSpos_TAMs","MPO_high_neutrophils","MPO_high_TAMs","MPOpos_MonegMDSCs","Nonnegpolarized","PD1pos_CD8_T_cells","PD1pos_PMNnegMDSCs","PD1pos_tissue_resident_CD8_T_cells","PDPN_high_endothelial_cells","PDPN_high_myCAFs","plasmacytoid_DCs","pMLC2_YAPpos_muralneglike_myCAFs","Proliferating_HLADRpos_cDC2s","Proliferating_monocytes","S100A4pos_NonnegBasal","TAMs","Tenascin_high_myCAFs","TFhigh_Classical","TFlow_Classical","Tip_cells","Tissue_resident_CD4_T_cells","Tissue_resident_CD8_T_cells","Tissue_resident_memory_NK_cells","Vascular_smooth_muscle_cells","Veins","Venules","Vim_high_TAMs","YAP_Col1A2_high_CD105pos_iCAFs","YAP_pMLC2_ECM_high_iCAFs"
"PCSI_0294",8.76987418824751e-05,3.59421073288832e-07,2.51594751302183e-06,1.12599374578034e-05,4.73804802877596e-05,3.26761933019032e-07,3.26761933019032e-07,1.012961992359e-05,1.36525259974829e-05,0.000519551473500261,5.55495286132354e-06,2.94085739717129e-06,0.000109623427353094,5.46320031399025e-05,9.34494790550964e-06,1.43768429315533e-06,5.75073717262132e-06,0.000107931543454963,1.96057159811419e-06,0,0,0.00028003497659731,0.000287761160684722,0,9.70436897879847e-06,7.90726361235431e-06,1.90493168843081e-05,0,3.26761933019032e-07,1.96057159811419e-06,1.53578108518945e-05,2.83822063489015e-05,3.65973364981316e-05,6.20847672736161e-06,0.000112303164058098,0.000254024189048044,3.26761933019032e-07,4.90142899528548e-06,1.0782632198665e-06,1.43768429315533e-06,0,3.59421073288832e-07,1.96057159811419e-06,0.000115261427499124,8.30262679297202e-05,9.27306369085187e-05,0.000166411956932729,1.43768429315533e-06,0,1.80158999324854e-06,7.18842146577664e-07,7.54784253906548e-06,0,5.03189502604365e-06,1.43768429315533e-06,0.000291857578906264,5.03189502604365e-06,1.79710536644416e-06,1.43768429315533e-06,0,5.22819092830451e-05,2.15652643973299e-06,0,3.95363180617715e-06,1.2939158638398e-05,0,1.54551061514198e-05,1.30704773207613e-06,4.95437248143349e-06,1.21607324544277e-05,5.55495286132354e-06,1.22203164918203e-05,1.54551061514198e-05,7.18842146577664e-06,2.77747643066177e-05,6.53523866038064e-07,0,2.15652643973299e-06,0,3.26761933019032e-07
"PCSI_0296",1.07954302713971e-05,1.14845002887203e-06,7.80946019632983e-06,2.99649466133869e-05,3.98776570632978e-05,4.2879201143331e-07,2.14396005716655e-07,4.2879201143331e-06,5.35990014291638e-06,0.000607598280201,4.07352410861645e-06,8.5758402286662e-07,7.69461519344263e-05,5.60443614089552e-05,6.43132016168339e-06,6.8907001732322e-07,5.28287013281136e-06,5.23126253948638e-05,0,1.56509084173158e-05,0,0.000188882881036373,0.000112557903001244,6.43188017149965e-07,5.28287013281136e-06,5.74225014436017e-06,3.00893907564473e-05,9.86221626296613e-06,1.71516804573324e-05,2.14396005716655e-07,3.32313808860815e-05,2.78714807431652e-06,2.37979566345487e-05,1.71516804573324e-06,0.000112303164058098,0.000175588986229847,2.14396005716655e-06,2.33691646231154e-05,1.14845002887203e-06,1.12548102829459e-05,3.21566008084169e-06,4.82349012126254e-06,2.78714807431652e-06,5.60443614089552e-05,8.9808792257793e-05,5.97194015013458e-05,9.92260824945437e-05,7.57977019055542e-06,6.8907001732322e-07,9.82372037689975e-06,0,2.0901790525471e-05,4.36411010971373e-06,3.67504009239051e-06,1.37814003464644e-06,9.57758106708255e-05,1.63079904099829e-05,6.8907001732322e-07,9.18760023097627e-06,1.12872631938267e-05,0.00012949518745286,4.33899288124141e-06,1.60797004287491e-05,3.67504009239051e-06,1.21735703060436e-05,1.96032361022158e-06,1.99830305023734e-05,1.28637603429993e-06,2.94048541533236e-05,6.02099394568055e-05,6.43188017149965e-07,9.41729023675068e-06,6.8907001732322e-06,1.65376804157573e-05,9.56206185496282e-05,5.14550413719972e-06,9.86221626296613e-06,5.74225014436017e-06,1.07198002858328e-06,5.57429614863303e-06
"PCSI_0297",3.30216468923131e-05,0,1.13716929695383e-05,4.36064048445378e-05,3.6883946890359e-05,4.05318097696253e-07,0,1.94552686894201e-05,9.9302933935582e-06,0.000347357609725689,5.67445336774754e-06,2.22924953732939e-06,5.29221095890051e-05,1.94630898901713e-05,5.02978727498809e-06,1.09343201630176e-06,1.50893618249643e-05,0.000107931543454963,1.82393143963314e-06,7.70104385622881e-06,0,0.000291221053194758,0.000287761160684722,6.28243051429192e-06,1.07156337597572e-05,2.60236819879819e-05,4.15504166194669e-05,4.25584002581066e-06,1.82393143963314e-05,1.15886799333202e-05,9.68131013737941e-05,2.83822063489015e-05,8.36981871742762e-05,2.22924953732939e-06,8.41035052719725e-05,1.55163894538846e-05,1.41861334193689e-06,0.000505760615896373,8.74745613041407e-07,3.06160964564493e-06,6.56059209781056e-07,1.96817762934317e-06,1.21595429308876e-06,1.96817762934317e-05,4.65802038944549e-05,0.000185008697158258,0.00019244403486911,4.59241446846739e-06,0,2.40771560491313e-06,4.37372806520704e-07,7.85084187704663e-05,8.74745613041407e-07,3.49898245216563e-06,1.96817762934317e-06,3.23703986882765e-05,1.39959298086625e-05,2.84292324238457e-06,7.65402411411231e-06,0,3.48573564018778e-05,4.37372806520704e-07,6.50535546802486e-05,2.40555043586387e-06,8.31008332389337e-06,1.07009582440584e-06,6.70537993159876e-05,2.43190858617752e-06,5.8855270342321e-05,9.55060523282209e-05,5.87711241659567e-06,1.31211841956211e-05,1.11530065662779e-05,4.37372806520704e-06,5.2894011749361e-05,1.82393143963314e-06,1.01329524424063e-06,3.73953749575202e-05,0,5.47179431889942e-06
"PCSI_0298",2.50540214396165e-05,0,0.000128168919596055,0.000273761857089661,1.07534103403285e-05,2.07521953936163e-06,0,6.41431493984505e-06,1.20740045926495e-05,0.000586721160674062,4.52775172224356e-06,1.69790689584134e-06,0.000175585208105742,9.77343132170727e-05,2.42257893259102e-05,3.10587042639874e-06,8.07526310863672e-06,4.3202297683074e-05,9.43281608800742e-07,4.24476723960334e-05,7.1279485221946e-06,0.000438165684580115,0.000109797979264406,2.82984482640223e-06,1.26305397340215e-05,2.71246017238823e-05,2.27763831269241e-05,1.69790689584134e-06,9.81012873152772e-06,1.15886799333202e-05,3.07509804469042e-05,4.71640804400371e-06,2.39593528635388e-05,8.67819080096683e-06,6.47091183637309e-05,0,9.43281608800742e-07,0.000334487658480743,1.2423481705595e-06,1.94634546720988e-05,2.07058028426583e-06,3.5199864832519e-05,2.45253218288193e-06,0.000115261427499124,2.58822535533228e-05,8.1373805171647e-05,0.000163161726400147,2.96092980650013e-05,4.14116056853165e-05,1.53106726871634e-06,1.03529014213291e-06,9.5246693076228e-06,2.07058028426583e-06,3.10587042639874e-06,6.21174085279748e-07,0.000187045384661513,7.76467606599685e-05,4.96939268223798e-06,7.19310526038358e-05,7.16894022688564e-06,0.000100553819498159,4.33899288124141e-06,3.3014856308026e-05,1.07825398612992e-05,1.44940619898608e-05,1.02071151247756e-06,1.96705127005253e-05,3.01850114816237e-06,3.82766817179085e-06,5.18011092582362e-05,3.20715746992252e-06,5.57037267728113e-05,3.95689321217176e-05,1.36658298761545e-05,8.69705643314284e-05,3.58447011344282e-06,1.69790689584134e-06,1.20093656487418e-05,1.88656321760148e-07,1.99975701065757e-05
"PCSI_0301",0.000485616643025549,0,3.69019133642079e-05,2.0551555712732e-05,2.70705932353919e-05,3.49588643956235e-05,1.45764732805957e-06,6.24705997739814e-06,3.54000065385894e-06,2.31141219163731e-05,1.29105906199561e-05,6.24705997739814e-07,1.91259916826687e-05,4.95025667080838e-06,1.57508166798449e-06,6.93890261408957e-05,1.41757350118604e-05,1.3327061285116e-05,6.93606187862043e-06,1.24941199547963e-06,1.45764732805957e-06,0.000142849438149837,0.000175125914699728,4.72772267507764e-05,6.97536167250272e-06,2.29511900192025e-05,1.44007466787153e-05,7.28823664029783e-06,8.32941330319752e-06,4.3729419841787e-06,6.66353064255801e-06,4.16470665159876e-07,0.000287156523627734,0.000224685923853753,4.81023618259657e-05,1.60141992566743e-06,8.99469730480647e-06,0.000505760615896373,2.25011666854926e-07,1.57508166798449e-06,6.75035000564779e-07,6.07531500508301e-06,3.95647131901882e-06,2.04760616837983e-05,3.3526738361384e-05,5.53528700463119e-05,4.29772283692909e-05,9.00046667419706e-07,2.25011666854926e-06,9.82372037689975e-06,1.51001089840171e-05,2.54263183546067e-05,5.28898296872538e-05,5.31027533777626e-05,1.66508633472646e-05,7.04624767293667e-05,5.17526833766331e-06,5.17526833766331e-06,7.42538500621257e-06,0,1.18694139570565e-05,0,3.39423592105299e-05,0,1.2375641677021e-05,1.60141992566743e-06,1.93510033495237e-05,8.12117797061758e-06,8.00709962833713e-07,0.00016814909219508,9.86779877586311e-06,6.30032667193794e-06,5.62529167137316e-06,2.25011666854926e-06,2.47800045770126e-05,2.08235332579938e-06,5.20588331449845e-06,6.10714347266942e-05,0,4.95600091540252e-05
"PCSI_0347",2.96245212036843e-05,0,3.57629355071505e-05,3.0608952873844e-07,1.87776268697765e-05,6.86986348894261e-07,0,1.60296814741994e-06,1.60296814741994e-06,0.000377155505542949,3.31742383600002e-05,1.37397269778852e-06,0.000119832522706795,3.38947224582695e-05,8.27351493075869e-06,0,2.93576336252728e-06,6.77826530909004e-05,2.2899544963142e-07,6.18287714004835e-06,0,0.000188234259597028,0.000143809142368532,4.57990899262841e-07,2.93576336252728e-06,8.00662735234712e-07,2.10841186945141e-05,7.32785438820545e-06,1.16787679312024e-05,3.43493174447131e-06,7.16755757346346e-05,2.0151599567565e-05,2.06095904668278e-05,2.97694084520847e-06,6.13707805012207e-05,0.000269363225884702,0,6.45767167960605e-05,8.00662735234712e-07,3.46953851935042e-06,2.66887578411571e-07,0,6.86986348894261e-07,5.87152672505455e-05,1.54794795478711e-05,6.24516933483075e-05,6.99245455438315e-05,8.00662735234712e-07,3.73642609776199e-06,0,0,1.06755031364628e-06,2.66887578411571e-07,2.13510062729256e-06,2.66887578411571e-07,3.97916387359972e-06,1.46788168126364e-05,2.66887578411571e-07,1.06755031364628e-06,1.1449772481571e-06,0.00021667096783772,2.66887578411571e-07,1.05337906830453e-05,2.66887578411571e-07,4.00331367617356e-06,0,7.2059646171124e-06,1.1449772481571e-06,0,1.22435811495376e-06,2.97694084520847e-06,6.67218946028926e-06,8.00662735234712e-06,2.66887578411571e-06,4.96920125700182e-05,2.06095904668278e-06,2.2899544963142e-06,8.00662735234712e-06,0,9.15981798525681e-07
"PCSI_0349",0.000226471164425012,2.50997340574166e-06,1.74666629880816e-05,2.55084080814718e-07,0.000106864665971726,0,0,1.85568728254824e-06,2.96909965207719e-06,0.000345528972010483,3.52580583684166e-06,4.82478693462544e-06,0.00010341058428171,5.20030193508793e-05,1.34969668544267e-05,4.96212016706863e-05,2.77878729355843e-06,0.000107931543454963,3.71137456509649e-07,8.24774681057557e-05,0,0.00014233121457145,0.000161444793581697,3.71137456509649e-07,6.94696823389608e-06,3.47348411694804e-05,2.63984792888051e-05,1.92991477385017e-05,7.05161167368333e-06,1.85568728254824e-07,1.92991477385017e-05,1.15052611517991e-05,3.8041589292239e-05,1.85568728254824e-07,4.52787696941772e-05,0.000269363225884702,3.71137456509649e-07,3.84127267487487e-05,2.1833328735102e-06,1.74666629880816e-05,3.57272652028941e-06,1.84590870214953e-05,3.71137456509649e-06,4.78348384105416e-05,3.53302955895287e-05,0.000125640882630178,0.00019014844480207,2.04439350883228e-05,1.15121187875992e-05,7.65252242444154e-07,1.51001089840171e-05,5.67666547112651e-05,5.95454420048236e-07,1.36954516611094e-05,1.1710603594282e-05,5.86693385873852e-06,4.34681726635212e-05,1.13136339809165e-05,2.93757513890463e-05,1.85568728254824e-07,5.01035566288026e-06,3.9696961336549e-07,7.42274913019298e-06,4.56515055370314e-06,2.65969640954879e-05,7.65252242444154e-07,1.38939364677922e-05,5.56706184764473e-07,2.29575672733246e-06,3.67321076373194e-05,2.59796219556754e-06,2.69939337088534e-05,2.56045400620741e-05,9.72575552745452e-06,2.39383659448724e-05,2.59796219556754e-06,1.13196924235443e-05,1.84590870214953e-05,0,3.11755463468105e-05
"PCSI_0351",8.02516014418256e-06,0,4.64614534663201e-06,2.73582627034185e-05,5.17794373498396e-06,1.4794124957097e-06,3.69853123927426e-07,3.88345780123797e-06,0,7.08268732321021e-05,1.53489046429882e-05,7.39706247854852e-07,9.71466754295784e-06,5.70208747086656e-06,1.26713054908146e-06,4.22376849693819e-07,4.22376849693819e-06,1.62735374528067e-05,1.84926561963713e-07,6.65735623069367e-06,3.69853123927426e-07,0.000438165684580115,0.000106147846567171,2.84786905424118e-05,1.68950739877528e-06,6.7580295951011e-06,1.07706096671924e-05,3.32867811534683e-06,1.10955937178228e-06,2.58897186749198e-06,5.15945107878759e-05,1.05408140319316e-05,7.21213591658481e-06,1.16503734037139e-05,7.21213591658481e-06,5.73220742357339e-06,7.39706247854852e-07,7.97033482063603e-05,2.1118842484691e-07,1.68950739877528e-06,0,2.1118842484691e-07,0,1.11929865168862e-05,2.95663794785673e-06,2.74544952300982e-05,3.40013364003524e-05,4.22376849693819e-07,6.33565274540729e-07,1.0422195315588e-06,0,6.5468411702542e-06,1.90069582362219e-06,1.68950739877528e-06,2.1118842484691e-07,0.0001821278631399,1.68950739877528e-06,0,4.22376849693819e-07,9.24632809818565e-07,6.43544435633721e-05,0,2.03419218160084e-06,8.44753699387638e-07,3.37901479755055e-06,2.3449939460073e-06,1.47831897392837e-06,1.84926561963713e-07,3.1266585946764e-06,8.07720136958069e-06,7.39706247854852e-07,1.68950739877528e-06,0,8.44753699387638e-07,1.16503734037139e-05,1.10955937178228e-06,1.84926561963713e-07,1.14041749417331e-05,1.84926561963713e-07,3.69853123927426e-07
"PCSI_0352",0.000101307974471964,0,2.7736746408829e-05,5.89661490720651e-06,2.13469026588795e-05,1.88910642998934e-07,2.26692771598721e-06,5.10058736097121e-06,9.44553214994669e-07,0.00019136648135792,1.73797791559019e-05,7.55642571995735e-07,2.32123125974597e-05,4.13100478429368e-06,5.50800637905825e-06,1.35733014341078e-05,7.2784370008984e-06,8.87880022094989e-06,1.32237450099254e-06,2.34249197318678e-05,7.55642571995735e-07,0.000232926822817685,0.000149806139898154,3.40039157398081e-06,6.29486443320942e-06,2.14418819756196e-05,1.47535885153346e-05,1.51128514399147e-05,2.45583835898614e-05,1.1334638579936e-06,4.34494478897548e-06,6.42296186196375e-06,0.000146027927038176,1.39793875819211e-05,3.66486647417932e-05,1.28187280591446e-06,3.77821285997868e-07,0.000504580327450152,7.86858054151178e-07,7.86858054151178e-07,3.93429027075589e-07,5.50800637905825e-06,3.58930221697974e-06,5.7440637953036e-05,4.70147687355329e-05,6.55059330080856e-05,0.000114487846878996,1.77043062184015e-06,7.47515151443619e-06,7.69123683548675e-07,5.50800637905825e-06,9.41445086939676e-05,1.96714513537794e-06,8.06529505504957e-06,1.35733014341078e-05,0.000220994871739653,4.13100478429368e-06,3.93429027075589e-06,1.337658692057e-05,5.66731928996801e-07,1.09568172939382e-05,5.90143540613383e-07,3.02257028798294e-06,6.49157894674722e-06,1.94747368402417e-05,5.56829298593496e-05,1.73108771913259e-05,5.10058736097121e-06,0,1.53824736709735e-06,7.55642571995735e-07,9.44229664981413e-06,4.52443381136927e-06,5.70472089259604e-06,7.89646487735543e-05,2.64474900198507e-06,4.72276607497334e-06,6.10714347266942e-05,1.88910642998934e-07,3.15480773808219e-05
"PCSI_0354",0.000485616643025549,0,6.21206580836624e-06,1.21170952018139e-05,2.91437226694046e-05,2.13898881977281e-06,8.28858167661965e-06,8.82332888156285e-06,3.74323043460242e-06,4.06407875756834e-05,1.25665593161653e-05,1.60424161482961e-06,2.5412996488771e-05,1.04475652231614e-05,6.49443243601925e-06,6.93890261408957e-05,1.72243642868337e-05,2.94110962718762e-06,6.93606187862043e-06,5.34747204943203e-07,7.1279485221946e-06,0.000104810452168868,4.38492708053427e-05,4.70577540350019e-05,1.83538307974457e-05,4.85670599563179e-05,1.15770317337734e-05,5.61484565190363e-06,1.17644385087505e-05,9.62544968897766e-06,3.20848322965922e-06,2.67373602471602e-07,0.000391283248974275,5.64158301215079e-05,6.7110774220372e-05,1.5054572826496e-05,8.02120807414805e-07,0.000198123839431457,2.82366627653011e-06,1.18593983614265e-05,1.97656639357108e-06,2.4848263233465e-05,1.12384116399009e-05,9.03573208489635e-06,6.97445570302937e-05,0.00014908957940079,0.000170831809730072,3.67076615948914e-06,1.41183313826505e-06,5.50777054627904e-06,1.51001089840171e-05,1.75067309144867e-05,2.20245969569349e-05,5.61920958176839e-05,2.68674896069946e-05,0.000475712961666303,1.24241316167325e-05,2.60436879369994e-05,1.01651985955084e-05,1.60424161482961e-06,5.26725996869055e-05,0,4.83946220473599e-05,1.69419976591807e-06,3.70758065347305e-05,1.46873881234108e-06,6.70537993159876e-05,2.43309978249157e-05,3.6718470308527e-07,1.43202034203255e-05,1.06949440988641e-06,1.27064982443855e-05,1.01651985955084e-05,1.93200969415321e-05,4.41166444078143e-05,4.27797763954563e-06,4.27797763954563e-06,6.10714347266942e-05,0,0.000105001508747529
"PCSI_0359",0.000107976657026897,0,4.8984532212202e-05,1.89666605472347e-05,1.96176094796365e-05,2.2929673417757e-06,2.54774149086189e-06,1.04457401125337e-05,2.2929673417757e-06,0.00038037780458568,3.31742383600002e-05,2.54774149086189e-07,0.000131942207732867,5.79386940144325e-06,3.22966614727481e-05,6.84730020170566e-06,2.63357700065602e-05,3.94899931083593e-05,2.54774149086189e-07,1.60507713924299e-05,7.1279485221946e-06,0.000264200792602378,0.000145221264979128,4.50950243882554e-05,2.21220468055106e-05,2.29121199057074e-05,2.84426316070851e-05,1.60507713924299e-05,1.63055455415161e-05,7.64322447258566e-07,9.68131013737941e-05,9.1718693671028e-06,6.77699236569262e-05,2.95538012939979e-05,5.8088505991651e-05,4.186979781182e-05,4.33116053446521e-06,0.000410695928326936,5.26715400131205e-07,4.74043860118084e-06,7.90073100196807e-07,1.31678850032801e-06,4.84070883263759e-06,3.87135819096436e-05,5.39883285134485e-05,0.00017065578964251,0.000211212875452613,4.21372320104964e-06,3.95036550098404e-06,1.07358455927743e-06,1.58014620039361e-06,3.44998587085939e-05,1.84350390045922e-05,1.55381043038705e-05,4.21372320104964e-06,0.000146007500061731,1.10610234027553e-05,5.79386940144325e-06,5.53051170137765e-06,6.62412787624091e-06,8.38206950493561e-05,7.90073100196807e-07,5.27382488608411e-05,4.74043860118084e-06,2.39655507059698e-05,1.21672916718109e-05,3.23929971080691e-05,4.5859346835514e-06,6.62043811554418e-05,0.000310404372082034,1.52864489451713e-06,3.29197125082003e-05,2.10686160052482e-06,9.74423490242729e-06,2.11462543741537e-05,7.38845032349948e-06,8.15277277075804e-06,6.10714347266942e-05,0,2.14010285232399e-05
"PCSI_0360",4.13196971411545e-05,4.15273338102055e-07,8.2639394282309e-05,4.26074706873917e-05,5.30900716975431e-05,0,1.19752041423029e-06,3.19338777128079e-06,1.15760306708929e-05,0.00040556024695266,9.97933678525246e-06,1.79628062134544e-06,6.31215473915124e-05,4.38113371697669e-05,1.37040201573678e-05,5.81382673342878e-06,6.64437340963289e-06,2.09566072490302e-05,3.99173471410098e-07,8.24774681057557e-05,1.99586735705049e-06,0.000253874327816822,0.00024309664408875,3.19338777128079e-06,7.68255675488803e-06,3.52982337386747e-05,3.40524137243686e-05,1.47694184421736e-05,4.98966839262623e-06,0,2.39504082846059e-06,7.98346942820196e-07,3.75223063125492e-05,1.79628062134544e-06,2.95388368843473e-05,2.66296691796198e-07,1.99586735705049e-07,1.87611531562746e-05,2.07636669051028e-06,4.4156097141668e-05,5.12752641451688e-06,5.39855339532672e-05,3.99173471410098e-07,0.000115261427499124,2.72004036456846e-05,0.000150536585061995,0.000177321715369578,1.93102102217456e-05,4.93072694729546e-05,2.13037353436958e-06,2.49164002861233e-06,1.61956601859802e-05,1.37040201573678e-05,7.68255675488803e-06,9.7589234453983e-06,0.000133148345898099,4.71335238745833e-05,5.60619006437775e-06,4.90022538960425e-05,0,2.79421429987069e-06,4.15273338102055e-07,4.39090818551108e-06,1.07825398612992e-05,3.70758065347305e-05,5.32593383592396e-07,1.24582001430617e-05,1.45698317064686e-05,9.32038421286692e-06,5.32593383592396e-05,1.39710714993534e-06,3.7374600429185e-05,2.2424760257511e-05,6.22910007153083e-06,2.35512348131958e-05,2.19545409275554e-06,5.78801533544643e-06,6.10714347266942e-05,0,5.00962706619673e-05
"PCSI_0383",0.000485616643025549,0,1.90792209000145e-05,9.35014137413758e-05,1.10811732071686e-05,2.40895069721056e-07,6.5041668824685e-06,2.43304020418266e-05,2.64984576693161e-06,8.43132744023694e-05,2.40895069721056e-06,2.40895069721056e-07,5.77676410583774e-05,1.27194806000097e-05,3.0208766425023e-05,2.27890694083507e-05,2.64989179166869e-06,2.04760809262897e-05,6.93606187862043e-06,6.74506195218956e-06,0,9.73216081673064e-05,4.14339519920216e-05,4.09521618525794e-06,1.72242966458465e-05,4.71680738917026e-05,2.80888529916881e-05,3.13163590637372e-06,1.42128091135423e-05,4.336111254979e-06,1.46945992529844e-05,3.37253097609478e-06,0.000391283248974275,2.48121921812687e-05,8.26270089143221e-05,3.74005654965503e-06,4.336111254979e-06,0.00019849753745015,7.4209473785573e-06,1.6164339929179e-05,1.32494589583434e-06,5.55986673389457e-05,7.46774716135272e-06,7.15470783750546e-06,6.94271649417196e-05,9.14212668125697e-05,0.000129579708612599,4.2398268666699e-06,2.38490261250182e-06,4.76007197228822e-06,1.51001089840171e-05,9.41445086939676e-05,5.28898296872538e-05,5.61920958176839e-05,2.30540585875176e-05,0.000372645634401992,9.2746212708404e-06,2.60436879369994e-05,3.41836041125261e-05,4.81790139442111e-07,2.77029330179214e-05,5.29978358333737e-07,2.1680556274895e-05,2.64989179166869e-07,7.94967537500606e-06,5.10007711316595e-06,6.70537993159876e-05,1.80671302290792e-05,2.68604061293407e-05,0.000255343860799175,2.1680556274895e-06,5.57037267728113e-05,2.54389612000194e-05,1.93200969415321e-05,1.58990746015897e-05,5.05879646414217e-06,2.1680556274895e-06,4.6373106354202e-05,0,0.000105001508747529
"PCSI_0384",0.000207891323417172,4.12892400034105e-07,8.03075718066334e-05,7.15292232641646e-06,5.68728619358466e-06,4.87481673735828e-06,6.09352092169785e-07,1.6046271760471e-05,4.67169937330169e-06,0.000511652640058563,1.21870418433957e-06,1.82805627650935e-06,6.44112144053204e-05,3.03475914025067e-05,1.40383416011596e-05,6.93890261408957e-05,1.42447878011766e-05,4.77325805532998e-05,2.64052573273574e-06,2.03117364056595e-06,0,2.07179711337727e-05,4.32639985440547e-05,2.07179711337727e-05,9.08363280075031e-06,2.68380060022168e-05,3.38571768027966e-05,6.09352092169785e-07,2.01086190416029e-05,1.01558682028297e-06,6.49975564981104e-05,8.1246945622638e-07,4.34671159081113e-05,1.15776897512259e-05,9.28246353738639e-05,1.16566141615676e-05,8.99469730480647e-06,4.22484117237718e-05,1.44512340011937e-06,1.11480948009208e-05,6.19338600051157e-07,1.1767433400972e-05,1.12384116399009e-05,6.17274138050987e-05,7.26690624060025e-05,7.12239390058831e-05,0.000112306732809277,1.11480948009208e-05,2.62186674021657e-05,7.41784537554299e-06,9.08363280075031e-06,3.69538698030524e-05,4.68632874038709e-05,2.00252814016541e-05,3.50958540028989e-06,0.000102525220011969,3.22056072026602e-05,8.2578480006821e-06,1.50705726012448e-05,1.12872631938267e-05,0.00021667096783772,1.23867720010231e-06,8.09503348180828e-05,4.74826260039221e-06,1.36254492011255e-05,5.56829298593496e-05,3.07604838025408e-05,1.62493891245276e-06,0.000179762293383797,7.92119916888341e-05,2.23429100462254e-06,2.12639586017564e-05,7.84495560064799e-06,1.09416486009038e-05,9.16059311895243e-05,9.14028138254677e-06,1.01558682028297e-06,4.60375026038027e-05,1.11175534466566e-06,1.13745723871693e-05
"PCSI_0385",2.72159248182229e-05,1.89878545243416e-06,0.000119834459664734,1.12927156594291e-05,2.02214304408792e-05,1.38661237308886e-05,7.70340207271588e-07,4.62204124362953e-06,6.1627216581727e-06,0.000150601510521595,6.1627216581727e-06,1.54068041454318e-06,6.51916338669061e-05,6.64574908351955e-05,9.91587958493394e-06,1.26585696828944e-06,3.1646424207236e-06,1.61771443527033e-05,6.93606187862043e-06,9.05149743544116e-06,0,0.000390562485086695,5.58496650271901e-05,7.31823196908009e-06,2.0253711492631e-05,4.30391369218409e-05,3.43891143051964e-05,4.62204124362953e-06,5.77755155453691e-06,1.15886799333202e-05,1.38661237308886e-05,2.83822063489015e-05,0.000284640706586852,3.1776533549953e-05,7.45304150535261e-05,2.9001747034443e-05,5.97013660635481e-06,0.000129802324925263,1.26585696828944e-06,2.46842108816441e-05,8.43904645526293e-07,1.4346378973947e-05,1.15551031090738e-06,7.80611797111821e-05,0.000106575854621547,8.10148459705241e-05,0.000290725150383808,3.14579212681185e-05,6.11830868006562e-06,1.28326314311695e-06,1.47683312967101e-06,9.41445086939676e-05,6.3292848414472e-07,8.01709413249978e-06,2.10976161381573e-06,4.77373889239505e-05,3.05915434003281e-05,2.95366625934202e-06,1.7300045233289e-05,1.92585051817897e-07,1.84881649745181e-05,4.33899288124141e-06,3.27394588090425e-06,2.74269009796045e-06,9.49392726217079e-06,2.5665262862339e-07,6.01282059937484e-05,5.39238145090111e-06,1.79656840036373e-06,0.000310404372082034,3.85170103635794e-07,1.89878545243416e-05,2.27854254292099e-05,7.17318948697349e-06,7.83821160898841e-05,2.31102062181476e-06,2.11843556999687e-06,3.79757090486832e-06,7.70340207271588e-07,5.77755155453691e-06
