"TiffName","Sample","SampleName"
"PDAC7_s0_a3_ac_full.tiff","PDAC7_Sector2Row2Column6_Punch2_Case200_ID_1_92732","PDAC7_3"
"PDAC7_s0_a4_ac_full.tiff","PDAC7_Sector2Row5Column6_Punch2_Case218_ID_GSDM_1900","PDAC7_4"
"PDAC7_s0_a6_ac_full.tiff","PDAC7_Sector1Row9Column7_Punch2_Case185_ID_1_68643","PDAC7_6"
"PDAC7_s0_a8_ac_full.tiff","PDAC7_Sector1Row6Column10_Punch1_Case223_ID_GSDM_2254","PDAC7_8"
"PDAC7_s0_a9_ac_full.tiff","PDAC7_Sector1Row8Column10_Punch2_Case178_ID_1_49506","PDAC7_9"
"PDAC7_s0_a10_ac_full.tiff","PDAC7_Sector1Row7Column9_Punch2_Case167_ID_1_105541","PDAC7_10"
"PDAC7_s0_a13_ac_full.tiff","PDAC7_Sector1Row1Column7_Punch1_Case170_ID_1_3625","PDAC7_13"
"PDAC7_s0_a14_ac_full.tiff","PDAC7_Sector1Row3Column3_Punch1_Case186_ID_1_68868","PDAC7_14"
"PDAC7_s0_a15_ac_full.tiff","PDAC7_Sector1Row9Column3_Punch2_Case181_ID_1_56604","PDAC7_15"
"PDAC7_s0_a16_ac_full.tiff","PDAC7_Sector1Row3Column9_Punch1_Case192_ID_1_77965","PDAC7_16"
"PDAC7_s0_a17_ac_full.tiff","PDAC7_Sector2Row6Column1_Punch2_Case219_ID_GSDM_1920","PDAC7_17"
"PDAC7_s0_a18_ac_full.tiff","PDAC7_Sector2Row3Column4_Punch2_Case204_ID_1_96030","PDAC7_18"
"PDAC7_s0_a19_ac_full.tiff","PDAC7_Sector2Row1Column5_Punch2_Case193_ID_1_78132","PDAC7_19"
"PDAC7_s0_a21_ac_full.tiff","PDAC7_Sector1Row9Column5_Punch2_Case183_ID_1_68291","PDAC7_21"
"PDAC7_s0_a24_ac_full.tiff","PDAC7_Sector1Row8Column5_Punch2_Case173_ID_1_44785","PDAC7_24"
"PDAC7_s0_a25_ac_full.tiff","PDAC7_Sector1Row4Column7_Punch1_Case200_ID_1_92732","PDAC7_25"
"PDAC7_s0_a26_ac_full.tiff","PDAC7_Sector2Row1Column4_Punch2_Case192_ID_1_77965","PDAC7_26"
"PDAC7_s0_a27_ac_full.tiff","PDAC7_Sector1Row5Column9_Punch1_Case212_ID_GSDM_1069","PDAC7_27"
"PDAC7_s0_a28_ac_full.tiff","PDAC7_Sector1Row1Column5_Punch1_Case168_ID_1_3385","PDAC7_28"
"PDAC7_s0_a29_ac_full.tiff","PDAC7_Sector2Row1Column2_Punch2_Case190_ID_1_77402","PDAC7_29"
"PDAC7_s0_a30_ac_full.tiff","PDAC7_Sector1Row6Column9_Punch1_Case222_ID_GSDM_2196","PDAC7_30"
"PDAC7_s0_a32_ac_full.tiff","PDAC7_Sector2Row6Column6_Punch2_Case224_ID_GSDM_2424","PDAC7_32"
"PDAC7_s0_a33_ac_full.tiff","PDAC7_Sector1Row7Column7_Punch1_Case230_ID_GSDM_973","PDAC7_33"
"PDAC7_s0_a35_ac_full.tiff","PDAC7_Sector1Row3Column8_Punch1_Case191_ID_1_77495","PDAC7_35"
"PDAC7_s0_a36_ac_full.tiff","PDAC7_Sector1Row2Column4_Punch1_Case177_ID_1_48081","PDAC7_36"
"PDAC7_s0_a37_ac_full.tiff","PDAC7_Sector1Row4Column8_Punch1_Case201_ID_1_95173","PDAC7_37"
"PDAC7_s0_a38_ac_full.tiff","PDAC7_Sector2Row7Column3_Punch2_Case227_ID_GSDM_2651","PDAC7_38"
"PDAC7_s0_a39_ac_full.tiff","PDAC7_Sector1Row6Column2_Punch1_Case215_ID_GSDM_1346","PDAC7_39"
"PDAC7_s0_a40_ac_full.tiff","PDAC7_Sector1Row4Column5_Punch1_Case198_ID_1_89590","PDAC7_40"
"PDAC7_s0_a41_ac_full.tiff","PDAC7_Sector2Row3Column6_Punch2_Case206_ID_G_17542","PDAC7_41"
"PDAC7_s0_a42_ac_full.tiff","PDAC7_Sector2Row2Column2_Punch2_Case196_ID_1_87631","PDAC7_42"
"PDAC7_s0_a43_ac_full.tiff","PDAC7_Sector1Row1Column10_Punch1_Case173_ID_1_44785","PDAC7_43"
"PDAC7_s0_a44_ac_full.tiff","PDAC7_Sector1Row1Column9_Punch1_Case172_ID_1_4467","PDAC7_44"
"PDAC7_s0_a45_ac_full.tiff","PDAC7_Sector1Row7Column5_Punch1_Case228_ID_GSDM_2748","PDAC7_45"
"PDAC7_s0_a46_ac_full.tiff","PDAC7_Sector1Row6Column4_Punch1_Case217_ID_GSDM_1529","PDAC7_46"
"PDAC7_s0_a47_ac_full.tiff","PDAC7_Sector2Row3Column3_Punch2_Case203_ID_1_95905","PDAC7_47"
"PDAC7_s0_a48_ac_full.tiff","PDAC7_Sector2Row4Column6_Punch2_Case212_ID_GSDM_1069","PDAC7_48"
"PDAC7_s0_a49_ac_full.tiff","PDAC7_Sector1Row5Column2_Punch1_Case205_ID_1_99178","PDAC7_49"
"PDAC7_s0_a50_ac_full.tiff","PDAC7_Sector1Row7Column4_Punch1_Case227_ID_GSDM_2651","PDAC7_50"
"PDAC7_s0_a52_ac_full.tiff","PDAC7_Sector1Row5Column5_Punch1_Case208_ID_G_26819","PDAC7_52"
"PDAC7_s0_a53_ac_full.tiff","PDAC7_Sector2Row3Column1_Punch2_Case201_ID_1_95173","PDAC7_53"
"PDAC7_s0_a54_ac_full.tiff","PDAC7_Sector1Row3Column10_Punch1_Case193_ID_1_78132","PDAC7_54"
"PDAC7_s0_a55_ac_full.tiff","PDAC7_Sector2Row3Column2_Punch2_Case202_ID_1_95427","PDAC7_55"
"PDAC7_s0_a57_ac_full.tiff","PDAC7_Sector1Row2Column3_Punch1_Case176_ID_1_47625","PDAC7_57"
"PDAC7_s0_a61_ac_full.tiff","PDAC7_Sector2Row2Column3_Punch2_Case197_ID_1_87784","PDAC7_61"
"PDAC7_s0_a62_ac_full.tiff","PDAC7_Sector1Row4Column2_Punch1_Case195_ID_1_86289","PDAC7_62"
"PDAC7_s0_a64_ac_full.tiff","PDAC7_Sector1Row3Column6_Punch1_Case189_ID_1_77191","PDAC7_64"
"PDAC7_s0_a66_ac_full.tiff","PDAC7_Sector1Row4Column9_Punch1_Case202_ID_1_95427","PDAC7_66"
"PDAC7_s0_a67_ac_full.tiff","PDAC7_Sector1Row8Column4_Punch2_Case172_ID_1_4467","PDAC7_67"
"PDAC7_s0_a69_ac_full.tiff","PDAC7_Sector1Row7Column3_Punch1_Case226_ID_GSDM_2547","PDAC7_69"
"PDAC7_s0_a70_ac_full.tiff","PDAC7_Sector1Row6Column3_Punch1_Case216_ID_GSDM_1472","PDAC7_70"
"PDAC7_s0_a71_ac_full.tiff","PDAC7_Sector2Row4Column2_Punch2_Case208_ID_G_26819","PDAC7_71"
"PDAC7_s0_a72_ac_full.tiff","PDAC7_Sector2Row5Column3_Punch2_Case215_ID_GSDM_1346","PDAC7_72"
"PDAC7_s0_a73_ac_full.tiff","PDAC7_Sector1Row4Column4_Punch1_Case197_ID_1_87784","PDAC7_73"
"PDAC7_s0_a74_ac_full.tiff","PDAC7_Sector2Row8Column3_Punch3_Case168_ID_1_3385","PDAC7_74"
"PDAC7_s0_a75_ac_full.tiff","PDAC7_Sector2Row7Column2_Punch2_Case226_ID_GSDM_2547","PDAC7_75"
"PDAC7_s0_a76_ac_full.tiff","PDAC7_Sector1Row6Column5_Punch1_Case218_ID_GSDM_1900","PDAC7_76"
"PDAC7_s0_a77_ac_full.tiff","PDAC7_Sector2Row1Column6_Punch2_Case194_ID_1_85948","PDAC7_77"
"PDAC7_s0_a78_ac_full.tiff","PDAC7_Sector2Row5Column4_Punch2_Case216_ID_GSDM_1472","PDAC7_78"
"PDAC7_s0_a79_ac_full.tiff","PDAC7_Sector1Row5Column4_Punch1_Case207_ID_G_21782","PDAC7_79"
"PDAC7_s0_a80_ac_full.tiff","PDAC7_Sector2Row2Column4_Punch2_Case198_ID_1_89590","PDAC7_80"
"PDAC7_s0_a81_ac_full.tiff","PDAC7_Sector1Row9Column4_Punch2_Case182_ID_1_67113","PDAC7_81"
"PDAC7_s0_a82_ac_full.tiff","PDAC7_Sector2Row2Column1_Punch2_Case195_ID_1_86289","PDAC7_82"
"PDAC7_s0_a83_ac_full.tiff","PDAC7_Sector1Row6Column6_Punch1_Case219_ID_GSDM_1920","PDAC7_83"
"PDAC7_s0_a85_ac_full.tiff","PDAC7_Sector2Row3Column5_Punch2_Case205_ID_1_99178","PDAC7_85"
"PDAC7_s0_a86_ac_full.tiff","PDAC7_Sector2Row6Column4_Punch2_Case222_ID_GSDM_2196","PDAC7_86"
"PDAC7_s0_a88_ac_full.tiff","PDAC7_Sector2Row7Column6_Punch2_Case230_ID_GSDM_973","PDAC7_88"
"PDAC7_s0_a89_ac_full.tiff","PDAC7_Sector1Row3Column2_Punch1_Case185_ID_1_68643","PDAC7_89"
"PDAC7_s0_a90_ac_full.tiff","PDAC7_Sector1Row2Column7_Punch1_Case180_ID_1_55608","PDAC7_90"
"PDAC7_s0_a92_ac_full.tiff","PDAC7_Sector1Row4Column3_Punch1_Case196_ID_1_87631","PDAC7_92"
"PDAC7_s0_a94_ac_full.tiff","PDAC7_Sector2Row6Column2_Punch2_Case220_ID_GSDM_2045","PDAC7_94"
"PDAC7_s0_a96_ac_full.tiff","PDAC7_Sector1Row5Column3_Punch1_Case206_ID_G_17542","PDAC7_96"
"PDAC7_s0_a97_ac_full.tiff","PDAC7_Sector1Row6Column7_Punch1_Case220_ID_GSDM_2045","PDAC7_97"
"PDAC7_s0_a98_ac_full.tiff","PDAC7_Sector2Row1Column3_Punch2_Case191_ID_1_77495","PDAC7_98"
"PDAC7_s0_a100_ac_full.tiff","PDAC7_Sector2Row7Column4_Punch2_Case228_ID_GSDM_2748","PDAC7_100"
"PDAC7_s0_a102_ac_full.tiff","PDAC7_Sector1Row5Column6_Punch1_Case209_ID_G_30919","PDAC7_102"
"PDAC7_s0_a103_ac_full.tiff","PDAC7_Sector1Row2Column8_Punch1_Case181_ID_1_56604","PDAC7_103"
"PDAC7_s0_a105_ac_full.tiff","PDAC7_Sector1Row3Column4_Punch1_Case187_ID_1_72137","PDAC7_105"
"PDAC7_s0_a106_ac_full.tiff","PDAC7_Sector1Row4Column10_Punch1_Case203_ID_1_95905","PDAC7_106"
"PDAC7_s0_a107_ac_full.tiff","PDAC7_Sector1Row9Column8_Punch2_Case186_ID_1_68868","PDAC7_107"
"PDAC7_s0_a108_ac_full.tiff","PDAC7_Sector1Row2Column9_Punch1_Case182_ID_1_67113","PDAC7_108"
"PDAC7_s0_a109_ac_full.tiff","PDAC7_Sector1Row1Column6_Punch1_Case169_ID_1_3427","PDAC7_109"
"PDAC7_s0_a110_ac_full.tiff","PDAC7_Sector1Row9Column6_Punch2_Case184_ID_1_68539","PDAC7_110"
"PDAC7_s0_a112_ac_full.tiff","PDAC7_Sector1Row7Column1_Punch1_Case224_ID_GSDM_2424","PDAC7_112"
"PDAC7_s0_a113_ac_full.tiff","PDAC7_Sector1Row6Column8_Punch1_Case221_ID_GSDM_2133","PDAC7_113"
"PDAC7_s0_a116_ac_full.tiff","PDAC7_Sector2Row4Column3_Punch2_Case209_ID_G_30919","PDAC7_116"
"PDAC7_s0_a119_ac_full.tiff","PDAC7_Sector1Row5Column1_Punch1_Case204_ID_1_96030","PDAC7_119"
"PDAC7_s0_a121_ac_full.tiff","PDAC7_Sector2Row7Column1_Punch2_Case225_ID_GSDM_2525","PDAC7_121"
"PDAC7_s0_a122_ac_full.tiff","PDAC7_Sector1Row4Column6_Punch1_Case199_ID_1_91610","PDAC7_122"
"PDAC7_s0_a124_ac_full.tiff","PDAC7_Sector1Row3Column7_Punch1_Case190_ID_1_77402","PDAC7_124"
"PDAC7_s0_a126_ac_full.tiff","PDAC7_Sector2Row6Column5_Punch2_Case223_ID_GSDM_2254","PDAC7_126"
"PDAC7_s0_a127_ac_full.tiff","PDAC7_Sector1Row7Column10_Punch2_Case168_ID_1_3385","PDAC7_127"
